"weight","forty","vert","Round"
"1",7.51241134751773,-2.0531914893617,0.476950354609929,"1"
"2",2.51241134751773,-2.0531914893617,2.47695035460993,"1"
"3",-46.4875886524823,-20.0531914893617,-0.523049645390071,"1"
"4",15.5124113475177,2.9468085106383,-2.02304964539007,"1"
"5",-28.4875886524823,6.9468085106383,-3.52304964539007,"1"
"6",-20.4875886524823,-7.0531914893617,1.97695035460993,"1"
"7",13.5124113475177,-2.0531914893617,-3.52304964539007,"1"
"8",-15.4875886524823,-2.0531914893617,2.47695035460993,"1"
"9",9.51241134751773,-3.0531914893617,-1.02304964539007,"0"
"10",-11.4875886524823,-14.0531914893617,2.97695035460993,"0"
"11",-8.48758865248227,7.9468085106383,-2.52304964539007,"1"
"12",0.512411347517731,-8.0531914893617,1.97695035460993,"1"
"13",-17.4875886524823,-16.0531914893617,4.47695035460993,"1"
"14",0.512411347517731,7.9468085106383,-3.52304964539007,"1"
"15",-0.48758865248227,-4.0531914893617,-5.02304964539007,"1"
"16",-3.48758865248227,3.9468085106383,-4.52304964539007,"1"
"17",18.5124113475177,8.9468085106383,3.47695035460993,"0"
"18",-13.4875886524823,0.946808510638298,4.47695035460993,"1"
"19",9.51241134751773,-9.0531914893617,-2.52304964539007,"0"
"20",-9.48758865248227,2.9468085106383,-1.02304964539007,"1"
"21",2.51241134751773,-16.0531914893617,-2.52304964539007,"0"
"22",-7.48758865248227,-9.0531914893617,3.97695035460993,"0"
"23",8.51241134751773,-0.0531914893617021,-0.523049645390071,"1"
"24",28.5124113475177,-11.0531914893617,3.47695035460993,"0"
"25",-2.48758865248227,9.9468085106383,-0.0230496453900709,"1"
"26",-6.48758865248227,-11.0531914893617,0.476950354609929,"0"
"27",12.5124113475177,-5.0531914893617,-1.02304964539007,"1"
"28",14.5124113475177,20.9468085106383,-2.02304964539007,"0"
"29",33.5124113475177,25.9468085106383,-3.02304964539007,"1"
"30",-8.48758865248227,-7.0531914893617,2.47695035460993,"0"
"31",-7.48758865248227,1.9468085106383,-0.523049645390071,"1"
"32",33.5124113475177,-3.0531914893617,-4.02304964539007,"1"
"33",-15.4875886524823,4.9468085106383,-2.02304964539007,"1"
"34",-13.4875886524823,5.9468085106383,1.47695035460993,"0"
"35",-7.48758865248227,-14.0531914893617,1.97695035460993,"1"
"36",7.51241134751773,-1.0531914893617,-4.02304964539007,"1"
"37",15.5124113475177,6.9468085106383,-0.523049645390071,"1"
"38",17.5124113475177,5.9468085106383,1.47695035460993,"0"
"39",-3.48758865248227,-12.0531914893617,1.47695035460993,"1"
"40",-1.48758865248227,4.9468085106383,-1.52304964539007,"1"
"41",-12.4875886524823,4.9468085106383,0.476950354609929,"1"
"42",7.51241134751773,4.9468085106383,-2.02304964539007,"0"
"43",-10.4875886524823,1.9468085106383,-2.52304964539007,"1"
"44",15.5124113475177,0.946808510638298,0.476950354609929,"1"
"45",3.51241134751773,-6.0531914893617,2.47695035460993,"1"
"46",-18.4875886524823,6.9468085106383,2.47695035460993,"0"
"47",-0.48758865248227,-13.0531914893617,2.97695035460993,"0"
"48",13.5124113475177,11.9468085106383,-1.02304964539007,"1"
"49",9.51241134751773,0.946808510638298,-4.02304964539007,"1"
"50",7.51241134751773,-2.0531914893617,-2.02304964539007,"1"
"51",-6.48758865248227,1.9468085106383,1.47695035460993,"1"
"52",-8.48758865248227,14.9468085106383,-1.02304964539007,"1"
"53",11.5124113475177,-5.0531914893617,3.97695035460993,"1"
"54",-12.4875886524823,-18.0531914893617,0.476950354609929,"0"
"55",-41.4875886524823,-10.0531914893617,-5.02304964539007,"1"
"56",23.5124113475177,4.9468085106383,-3.02304964539007,"1"
"57",6.51241134751773,-9.0531914893617,1.47695035460993,"0"
"58",14.5124113475177,15.9468085106383,-2.02304964539007,"1"
"59",9.51241134751773,6.9468085106383,0.476950354609929,"0"
"60",-17.4875886524823,10.9468085106383,0.476950354609929,"1"
"61",27.5124113475177,0.946808510638298,1.47695035460993,"1"
"62",-4.48758865248227,-2.0531914893617,-0.0230496453900709,"1"
"63",-22.4875886524823,-3.0531914893617,-1.02304964539007,"0"
"64",-6.48758865248227,0.946808510638298,-1.02304964539007,"1"
"65",18.5124113475177,-1.0531914893617,-1.52304964539007,"0"
"66",7.51241134751773,-5.0531914893617,1.97695035460993,"0"
"67",-4.48758865248227,-6.0531914893617,3.97695035460993,"1"
"68",-3.48758865248227,-18.0531914893617,2.97695035460993,"1"
"69",13.5124113475177,-5.0531914893617,0.476950354609929,"1"
"70",3.51241134751773,-1.0531914893617,-1.02304964539007,"1"
"71",2.51241134751773,-2.0531914893617,7.47695035460993,"1"
"72",-22.4875886524823,-3.0531914893617,2.47695035460993,"1"
"73",11.5124113475177,-19.0531914893617,2.97695035460993,"0"
"74",-9.48758865248227,5.9468085106383,-2.52304964539007,"0"
"75",-18.4875886524823,10.9468085106383,1.47695035460993,"1"
"76",31.5124113475177,5.9468085106383,-2.52304964539007,"1"
"77",-17.4875886524823,-9.0531914893617,-3.02304964539007,"1"
"78",-4.48758865248227,4.9468085106383,-0.523049645390071,"1"
